,Word,Reading,Meaning
10170,張る,はる,"to stick, to paste, to affix; to stretch, to spread, to strain, to tighten; to form (e.g. ice on a pond); to fill, to swell; to stick out, to put, to slap; to be expensive"
10171,拡張,かくちょう,"expansion, extension, enlargement, escape, ESC"
10172,膨張,ぼうちょう,"expansion, swelling, increase, growth"
10173,引っ張り剪断強度,ひっぱりせんだんきょうど,peel strength (conductor from substrate)
10174,頑張り,がんばり,"tenacity, endurance"
10175,里,り,"ri (old Japanese unit of distance, approx. 3.927km or 2.44 miles); neighbourhood (under the ritsuryo system; orig. of 50 homes); unit of area (approx. 654m by 654m)"
10177,郷里,きょうり,"birth-place, home town"
10179,里子,さとご,foster child
10181,里親,さとおや,foster parent(s)
10182,山里,やまざと,mountain hamlet (village)
10183,人里,ひとざと,human habitation
10184,一里塚,いちりづか,milestone (1 ri apart)
10185,義,ぎ,"morality, righteousness, justice, honour (honor); meaning; teachings, doctrine; nonconsanguineous relationship (i.e. of in-laws); prosthesis"
10188,義務,ぎむ,"duty, obligation, responsibility"
10189,社会主義,しゃかいしゅぎ,socialism
10191,民主主義,みんしゅしゅぎ,democracy
10193,名義,めいぎ,name; in the name of
10194,共産主義,きょうさんしゅぎ,"communism, collectivism"
10197,策,さく,"plan, policy"
10198,策定,さくてい,"decision, settling on"
10199,施策,しさく,"policy, measure"
10200,方策,ほうさく,"plan, policy"
10202,得策,とくさく,"profitable plan, good plan"
10204,国策,こくさく,national policy
10206,評議,ひょうぎ,"conference, discussion"
10209,評論,ひょうろん,"criticism, critique"
10210,書評,しょひょう,book review
10211,批評,ひひょう,"criticism, review, commentary"
10212,総評,そうひょう,general comment; General Council of Trade Unions of Japan
10213,評,ひょう,"criticism, commentary, a council"
10214,好評,こうひょう,"popularity, favorable reputation, favourable reputation"
10218,標高,ひょうこう,"elevation, height above sea level"
10219,標的,ひょうてき,target
10220,商標,しょうひょう,trademark
10222,標本,ひょうほん,"example, specimen, sample"
10223,標語,ひょうご,"motto, slogan, catchword"
10224,座標軸,ざひょうじく,coordinate axis
10227,製作,せいさく,"manufacture, production"
10229,製鋼,せいこう,steel manufacture
10232,製紙,せいし,paper making or manufacturing
10233,新日本製鐵,"しんにっぽんせいてつ, しんにほんせいてつ",Nippon Steel Corporation
10234,製鉄所,"せいてつじょ, せいてつしょ","ironworks, steelworks"
10238,地裁,ちさい,district court
10241,高裁,こうさい,High Court
10243,裁判官,さいばんかん,judge
10247,上司,じょうし,"superior authorities, boss"
10249,司会,しかい,"chairmanship, leading a meeting"
10250,公司,こうし,"company, firm (in China)"
10252,司会者,しかいしゃ,"chairman, moderator, toastmaster, master of ceremonies, chairperson"
10253,行司,ぎょうじ,sumo referee
10254,司法裁判,しほうさいばん,judicial trial
10258,国民健康保険,こくみんけんこうほけん,national health insurance
10259,小康,しょうこう,lull
10260,不健康,ふけんこう,"poor health, ill health, unhealthy"
10261,健康児,けんこうじ,healthy child
10262,健康者,けんこうしゃ,healthy person
10263,健康証明書,けんこうしょうめいしょ,health certificate
10264,健康診断,けんこうしんだん,physical examination
10266,授業,じゅぎょう,"lesson, class work"
10270,授業料,じゅぎょうりょう,"tuition fee, course fee"
10271,授与,じゅよ,"award, conferment"
10272,授賞,じゅしょう,awarding a prize
10273,授精,じゅせい,"fertilization, fertilisation, impregnation, pollination"
10276,二十世紀,"にじっせいき, にじゅっせいき",twentieth century
10278,紀行,きこう,"traveller's journal, traveler's journal"
10279,紀元前,きげんぜん,"pre-era, BC, BCE"
10280,紀元,きげん,era; AD (Christian era)
10281,綱紀粛正,こうきしゅくせい,"eliminating corruption among government officials, tightening discipline (among)"
10282,綱紀,こうき,"law and order, discipline"
10283,前世紀,ぜんせいき,"last century, ancient times"
10284,紀,き,(geological) period; Nihon-shoki
10285,博,"はく, ばく","doctor, PhD; exposition, fair, exhibition"
10288,博覧会,はくらんかい,"fair, exhibition, exposition"
10289,博物,はくぶつ,"wide learning, natural history"
10290,国立博物館,こくりつはくぶつかん,national museum
10291,博愛,はくあい,"charity, benevolence, philanthropy, (love for) humanity"
10292,賭博,とばく,gambling
10293,博徒,ばくと,gambler
10294,博識,はくしき,extensive knowledge
10295,救援,きゅうえん,"relief, rescue, reinforcement"
10297,救急,きゅうきゅう,"first-aid, emergency (aid)"
10298,救い,すくい,"help, aid, relief, salvation"
10300,救う,すくう,"to rescue from, to help out of, to save"
10301,救急車,きゅうきゅうしゃ,ambulance
10302,救出,きゅうしゅつ,"rescue, extricate, reclaim, deliverance"
10303,救命,きゅうめい,lifesaving
10304,救国,きゅうこく,patriot devoted to the salvation of his country
10310,展覧会,てんらんかい,exhibition
10312,展示会,てんじかい,exhibition
10313,出展,しゅってん,"exhibit, display"
10315,監視,かんし,"observation, guarding, inspection, surveillance"
10322,視聴者,しちょうしゃ,"viewer, (television) audience"
10328,修理,"しゅうり, しゅり, すり","repairing, mending, servicing"
10331,補修,ほしゅう,"maintenance, mending, repair"
10334,監修,かんしゅう,"(editorial) supervision, general editorship"
10336,組織的,そしきてき,systematic
10337,織物,おりもの,"textile, fabric"
10338,織り,おり,"weave, weaving, woven item"
10339,織る,おる,to weave
10340,織機,しょっき,"loom, weaving machine"
10341,織り込む,おりこむ,"to weave into, to interweave, to be incorporated in"
10342,染織,せんしょく,dyeing and weaving
10344,織布,しょくふ,woven fabric
10346,故障,こしょう,"break-down, failure, fault, accident, out of order"
10347,故郷,"こきょう, ふるさと, きゅうり","home town, birthplace, old village, historic village, native place, one's old home"
10348,故人,こじん,"the deceased, old friend"
10350,故意,こい,"intention, purpose, bad faith; mens rea (guilty mind)"
10351,故国,ここく,one's native land
10352,故に,ゆえに,"therefore, consequently"
10353,故事,こじ,"origin, historical fact, tradition"
10354,縁故,えんこ,"relation, connection, affinity"
10355,矢,"や, さ",arrow
10356,矢先,やさき,"arrowhead, brunt, target"
10357,矢面,やおもて,bearing the full brunt of something
10358,矢継ぎ早,やつぎばや,rapid succession (e.g. questions)
10359,一矢,いっし,"an arrow, (a) retort"
10360,矢印,やじるし,"arrow (mark or symbol), directional marker or indicator"
10361,弓矢,"ゆみや, きゅうし",bow and arrow
10362,矢がら,やがら,shaft of an arrow
10363,矢じり,やじり,arrowhead
10364,矢っ張り,"やっぱり, やはり, やっぱ, やっぱし","also, as I thought, still, in spite of, absolutely, of course"
10365,弁,べん,speech; dialect
10368,合弁,ごうべん,"joint management, pool"
10370,弁当,べんとう,bento (Japanese box lunch)
10371,弁務官,べんむかん,commissioner
10372,弁護人,べんごにん,"counsel, defender, advocate"
10373,弁論,べんろん,"discussion, debate, argument"
10374,口頭弁論,こうとうべんろん,"oral proceedings, oral pleadings"
10377,功労,こうろう,"meritorious deed, services"
10378,年功序列,ねんこうじょれつ,seniority by length of service
10379,奏功,そうこう,"success, achievement, fruition"
10381,年功,ねんこう,long service
10382,論功行賞,ろんこうこうしょう,"conferral of honors (honours), according to merits"
10383,功,こう,"merit, success, meritorious deed; achievement, accumulated experience"
10384,功名,こうみょう,great achievement
10385,株,かぶ,"share, stock, stump (of tree)"
10388,株主,かぶぬし,"shareholder, stockholder"
10391,持ち株,もちかぶ,"stock holdings, one's shares"
10392,新株,しんかぶ,new stocks or shares
10393,成長株,せいちょうかぶ,"growth stock, person with future promise"
10394,お株,おかぶ,one's forte
10395,素,そ,"plain, white silk; prime"
10400,酸素,さんそ,oxygen
10402,素人,しろうと,"amateur, novice"
10403,窒素,ちっそ,nitrogen (N)
10404,水素,すいそ,hydrogen
10406,養成,ようせい,"training, development"
10407,教養,きょうよう,"culture, education, refinement, cultivation"
10409,養殖,ようしょく,"raising, culture, cultivation"
10410,休養,きゅうよう,"rest, break, recreation"
10411,保養,ほよう,"health preservation, recuperation, recreation"
10412,養子,ようし,"adopted child (usu. male), son-in-law"
10414,扶養,ふよう,"support, maintenance"
10416,市街,しがい,"urban areas, the streets, town, city"
10417,繁華街,はんかがい,"business district, shopping district, bustling street, shopping centre, shopping center, downtown"
10418,市街地,しがいち,town areas
10420,街道,かいどう,"highway (esp. one existing from the Edo period), main road"
10422,街宣車,がいせんしゃ,(right-wing) propaganda truck
10423,街路樹,がいろじゅ,roadside trees
10424,街路,がいろ,"road, street, avenue"
10425,姿,すがた,"figure, shape, appearance"
10427,後ろ姿,うしろすがた,"retreating figure, appearance from behind"
10428,容姿,ようし,"appearance, one's face and figure"
10429,雄姿,ゆうし,gallant figure
10430,低姿勢,ていしせい,(keeping a) low profile
10431,晴れ姿,はれすがた,"appearing in one's finest clothes, appearing in one's hour of triumph"
10432,あで姿,"あですがた, えんし","charming figure, alluring figure"
10433,姿をあらわす,すがたをあらわす,"to make an appearance, to show up"
10434,パジャマ姿,パジャマすがた,(appearance while) in pajamas (pyjamas)
10435,閣僚,かくりょう,cabinet ministers
10438,組閣,そかく,formation of a cabinet
10439,入閣,にゅうかく,joining the cabinet
10440,影の内閣,かげのないかく,shadow cabinet
10441,内閣法制局,ないかくほうせいきょく,Cabinet Legislation Bureau
10442,閣内,かくない,(inside the) Cabinet
10443,内閣官房,ないかくかんぼう,Cabinet Secretariat
10444,楼閣,ろうかく,multistoried building
10447,益,"えき, やく, よう","benefit, use, good, advantage, gain; profit, gains"
10452,国益,こくえき,national interest
10453,公益,こうえき,"public, public good"
10454,公益法人,こうえきほうじん,"public-service corporation, charitable corporation; juridical (legal) person working for the public good"
10456,大衆,たいしゅう,general public
10457,民衆,みんしゅう,"people, populace, masses"
10458,衆,"しゅう, しゅ","masses, great number, the people"
10459,聴衆,ちょうしゅう,"audience, attendance, hearers"
10460,衆議院,しゅうぎいん,"lower house, House of Representatives"
10461,観衆,かんしゅう,"spectators, onlookers, members of the audience"
10462,公衆電話,こうしゅうでんわ,"public telephone, pay phone"
10464,公衆,こうしゅう,"the public, general public"
10465,節,せつ,"occasion, time; section (of a literary work), verse, stanza; node (of a plant stem); clause; (taxonomical) section"
10467,節目,ふしめ,"turning point, critical juncture; knot"
10468,使節,しせつ,"envoy, embassy, mission, delegate"
10469,節約,せつやく,"economising, saving"
10470,関節,かんせつ,"joints (knee joint, elbow joint, etc.)"
10471,一節,"いっせつ, ひとふし","a verse (e.g. in the Bible), stanza, paragraph, passage, a joint, section, a tune, note, strain, measure"
10472,節減,せつげん,"retrenchment, curtailment, economy"
10473,調節,ちょうせつ,"regulation, adjustment, control"
10474,節度,せつど,"moderation, standard"
10475,興,きょう,"interest, entertainment, pleasure; implicit comparison (style of the Shi Jing)"
10477,振興,しんこう,"promotion, encouragement"
10479,新興,しんこう,"rising, developing, emergent"
10480,興行,こうぎょう,"entertainment industry, show business"
10481,興奮,こうふん,"excitement, stimulation, agitation, arousal"
10482,興業,こうぎょう,industrial enterprise
10483,即興,そっきょう,"improvisation, improvization, impromptu, off the cuff, without a score"
10484,再興,さいこう,"revival, restoration, resuscitation"
10486,推薦,すいせん,recommendation
10487,推定,すいてい,"presumption, assumption, estimation"
10489,推計,すいけい,"estimate, estimation"
10490,推す,おす,"to infer, to conclude, to support"
10491,推理,すいり,"reasoning, inference, mystery or detective genre (movie, novel, etc.)"
